reaction_id,reaction_name,reaction_equation,flux,lower_bound,upper_bound
ALAALAr,D-alanine-D-alanine ligase (reversible),2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,0.0452208105633158,-1000.0,1000.0
ALAR,Alanine racemase,ala__L_c <=> ala__D_c,0.13566243168994738,-1000.0,1000.0
ALATA_D,D-alanine transaminase,akg_c + ala__D_c <=> glu__D_c + pyr_c,0.04522081056331578,-1000.0,1000.0
ALATA_L,L-alanine transaminase,akg_c + ala__L_c <=> glu__L_c + pyr_c,-0.4130767294202982,-1000.0,1000.0
AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,0.00010084240755620419,0.0,1000.0
ANPRT,Anthranilate phosphoribosyltransferase,anth_c + prpp_c --> ppi_c + pran_c,0.025704865348505607,0.0,1000.0
ANS2,Anthranilate synthase 2,chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c,0.0257048653485056,0.0,1000.0
APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,0.00020168481511240042,0.0,1000.0
ARGSL,Argininosuccinate lyase,argsuc_c <=> arg__L_c + fum_c,0.13375953998144308,-1000.0,1000.0
ARGSS,Argininosuccinate synthase,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,0.1337595399814431,0.0,1000.0
AROAT,Prephenate transaminase,glu__L_c + h_c + pphn_c <=> Largn_c + akg_c,0.08377833469012701,-1000.0,1000.0
AROH,L-Arogenate hydro-lyase,Largn_c --> co2_c + h2o_c + phe__L_c,0.08377833469012701,0.0,1000.0
ASAD,Aspartate-semialdehyde dehydrogenase,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,-0.5160987800456468,-1000.0,1000.0
ASNS2,Asparagine synthetase,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,0.10900702490340086,0.0,1000.0
ASPCT,Aspartate carbamoyltransferase,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,0.14958818030292054,0.0,1000.0
ASPK,Aspartate kinase,asp__L_c + atp_c <=> 4pasp_c + adp_c,0.5160987800456434,-1000.0,1000.0
ASPTA,Aspartate transaminase,akg_c + asp__L_c <=> glu__L_c + oaa_c,-1.3545400897407411,-1000.0,1000.0
ATPPRT,ATP phosphoribosyltransferase,atp_c + prpp_c --> ppi_c + prbatp_c,0.04284129151147666,0.0,1000.0
ATPS4rpp,ATP synthase (four protons for one ATP) (periplasm),adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c,71.38961199989281,-1000.0,1000.0
CAT,Catalase,2.0 h2o2_c --> 2.0 h2o_c + o2_c,5.042120377809711e-05,0.0,1000.0
CAt6,CAt6,ca2_c + na1_e <=> ca2_e + na1_c,-0.0023537431898205874,-1000.0,1000.0
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,0.28334772028436367,0.0,1000.0
CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,0.49742891619647367,0.0,1000.0
CHORM,Chorismate mutase,chor_c --> pphn_c,0.14623686603207312,0.0,1000.0
CHORS,Chorismate synthase,3psme_c --> chor_c + pi_c,0.17224425860324805,0.0,1000.0
CO2t,CO2 transporter via diffusion,co2_e <=> co2_c,-18.719693193704792,-1000.0,1000.0
COBALTt5,Cobalt (Co+2) transport via diffusion (extracellular to cytoplasm),cobalt2_c <=> cobalt2_e,-4.522081056332114e-05,-1000.0,1000.0
CS,Citrate synthase,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,12.699870964766609,0.0,1000.0
CTPS1,CTP synthase  NH3,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,0.07259070615676272,0.0,1000.0
CYS,L-cysteine,h2s_c + ser__L_c <=> cys__L_c + h2o_c,0.04151406072144064,-1000.0,1000.0
CYTBD2pp,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,0.00025730641210599457,0.0,1000.0
CYTBO3_4pp,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,35.74413462256105,0.0,1000.0
CYTK1,Cytidylate kinase (CMP),atp_c + cmp_c <=> adp_c + cdp_c,0.49742891619647367,-1000.0,1000.0
Clt,Major Facilitator(MFS) TCDB:2.A.1.14.6,cl_e <=> cl_c,0.002353743189820588,-1000.0,1000.0
DAPDC,Diaminopimelate decarboxylase,26dap__M_c + h_c --> co2_c + lys__L_c,0.1551801857371801,0.0,1000.0
DAPE,Diaminopimelate epimerase,26dap_LL_c <=> 26dap__M_c,0.20040099630049585,-1000.0,1000.0
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c --> db4p_c + for_c,0.0004033696302248009,0.0,1000.0
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.17224425860324802,0.0,1000.0
DHAD3,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate,23dhmp_c --> 2o3mpt_c + h2o_c,0.13137956872149575,0.0,1000.0
DHDPRx_r,Dihydrodipicolinate reductase (NADH) reversible,23dhdp_c + h_c + nadh_c --> nad_c + thdp_c,0.20040099630049588,0.0,1000.0
DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,0.20040099630049582,0.0,1000.0
DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,0.012135004514664921,-1000.0,1000.0
DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,0.00030252722266770895,0.0,1000.0
DHNPA_1,Dihydroneopterin aldolase,dhnpt_c --> 2ahhmp_c + gcald_c,0.0003025272226693157,0.0,1000.0
DHORDfum,Fumarate dependent DHORD,dhor__S_c + fum_c --> orot_c + succ_c,0.1495881803029205,0.0,1000.0
DHORTS,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,-0.14958818030292056,-1000.0,1000.0
DHPPDA,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.00020168481511240042,0.0,1000.0
DHPS,Dihydropteroate synthase,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c,0.00030252722266931563,0.0,1000.0
DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,0.17224425860324807,0.0,1000.0
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,0.17224425860324807,0.0,1000.0
DMATT,Dimethylallyltranstransferase,dmpp_c + ipdp_c --> grdp_c + ppi_c,0.045220810563315776,0.0,1000.0
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,0.045220810563315776,0.0,1000.0
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp_c + h2o_c --> dhnpt_c + pi_c,0.0003025272226700188,0.0,1000.0
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,0.0003025272226700188,0.0,1000.0
DTMPK,DTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,0.011832477291997212,-1000.0,1000.0
DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,0.4974289161964736,0.0,1000.0
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,0.49763060101158596,0.0,1000.0
E4PD,Erythrose 4-phosphate dehydrogenase,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,0.00010084240755620637,-1000.0,1000.0
ENO,Enolase,2pg_c <=> h2o_c + pep_c,-2.2538495902388545,-1000.0,1000.0
FBA,Fructose-bisphosphate aldolase,fdp_c <=> dhap_c + g3p_c,-0.4290784147102554,-1000.0,1000.0
FBP,Fructose-bisphosphatase,fdp_c + h2o_c --> f6p_c + pi_c,0.42907841471025543,0.0,1000.0
FE2t,Iron  II  transport,fe2_e --> fe2_c,0.0065674183181103525,0.0,1000.0
FEROc,Ferroxidase,4.0 fe2_c + 4.0 h_c + o2_c --> 4.0 fe3_c + 2.0 h2o_c,0.0008827102221959243,0.0,1000.0
FMNAT,FMN adenylyltransferase,atp_c + fmn_c + h_c --> fad_c + ppi_c,0.00010084240755620624,0.0,1000.0
FUM,Fumarase,fum_c + h2o_c <=> mal__L_c,12.653458133636976,-1000.0,1000.0
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,0.09044162112663154,0.0,1000.0
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c --> 1pyr5c_c + h2o_c + h_c,0.09996286279073771,0.0,1000.0
G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,0.23372240277218082,0.0,1000.0
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,-1.5855735123808052,-1000.0,1000.0
GARFT,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c <=> fgam_c + h_c + thf_c,0.20110553652913354,-1000.0,1000.0
GART,GAR transformylase-T,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,0.0011092664831214754,0.0,1000.0
GCALDD,Glycolaldehyde dehydrogenase,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,0.00030252722266931574,0.0,1000.0
GF6PTA,Glutamine-fructose-6-phosphate transaminase,f6p_c + gln__L_c --> gam6p_c + glu__L_c,0.09044162112663155,0.0,1000.0
GHMT2r,"Glycine hydroxymethyltransferase, reversible",ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,0.5034742602567269,-1000.0,1000.0
GK1,Guanylate kinase (GMP:ATP),atp_c + gmp_c <=> adp_c + gdp_c,0.10998967311694248,-1000.0,1000.0
GLNS,Glutamine synthetase,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,0.940365851248073,0.0,1000.0
GLU5K,Glutamate 5-kinase,atp_c + glu__L_c --> adp_c + glu5p_c,0.23372240277218084,0.0,1000.0
GLUDxi,Glutamate dehydrogenase  NAD,glu__L_c + h2o_c + nad_c <=> akg_c + h_c + nadh_c + nh4_c,-3.8263545898387807,-1000.0,1000.0
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,0.202214803012255,0.0,1000.0
GLYCL,Glycine Cleavage System,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,0.02421958782558536,0.0,1000.0
GLYCTO3,Glycolate oxidase,glyclt_c + mqn8_c --> glx_c + mql8_c,0.00030252722266931574,0.0,1000.0
GMPS,GMP synthase,atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c,0.10998967311694247,0.0,1000.0
GRTT,Geranyltranstransferase,grdp_c + ipdp_c --> frdp_c + ppi_c,0.045220810563315776,0.0,1000.0
GTPCI,GTP cyclohydrolase I,gtp_c + h2o_c --> ahdt_c + for_c + h_c,0.0003025272226693157,0.0,1000.0
GTPCII,GTP cyclohydrolase II,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c,0.00020168481511240042,0.0,1000.0
H2Ot,H2O transport via diffusion,h2o_e <=> h2o_c,-31.47373849820779,-1000.0,1000.0
HCO3E,HCO3 equilibration reaction,co2_c + h2o_c <=> h_c + hco3_c,0.48546168088906244,-1000.0,1000.0
HISTD,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,0.04284129151147665,0.0,1000.0
HISTP,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,0.04284129151147665,0.0,1000.0
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,-0.31569778374514745,-1000.0,1000.0
HSERTA,Homoserine O trans acetylase,accoa_c + hom__L_c --> achms_c + coa_c,0.06959889732989413,0.0,1000.0
HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,0.2460988864152546,0.0,1000.0
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c --> akg_c + hisp_c,0.042841291511476656,0.0,1000.0
Htex,Proton transport via diffusion (extracellular to periplasm),h_e <=> h_p,14.069504479816924,-1000.0,1000.0
ICDHx,Isocitrate dehydrogenase (NAD),icit_c + nad_c <=> akg_c + co2_c + nadh_c,4.360026518923812,-1000.0,1000.0
ICDHyr,Isocitrate dehydrogenase (NADP),icit_c + nadp_c <=> akg_c + co2_c + nadph_c,2.46557289771922,-1000.0,1000.0
ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,5.874271548123576,0.0,1000.0
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,0.042841291511476656,0.0,1000.0
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c --> h2o_c + imacp_c,0.042841291511476656,0.0,1000.0
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,0.025704865348505603,0.0,1000.0
ILEDHr,Isoleucine dehydrogenase,h2o_c + ile__L_c + nad_c <=> 2o3mpt_c + h_c + nadh_c + nh4_c,-0.13137956872149573,-1000.0,1000.0
IMPC,IMP cyclohydrolase,h2o_c + imp_c <=> fprica_c,-0.2449552521161754,-1000.0,1000.0
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,0.10998967311694247,0.0,1000.0
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,0.45220810563315783,0.0,1000.0
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,0.2037337700390123,0.0,1000.0
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-0.20373377003901227,-1000.0,1000.0
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-0.20373377003901225,-1000.0,1000.0
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.20373377003901225,0.0,1000.0
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,0.13137956872149575,-1000.0,1000.0
Kt1,Potassium transport via uniport (facilitated diffusion),k_e <=> k_c,0.088267856762853,-1000.0,1000.0
LLEUDr,L leucine dehydrogenase,h2o_c + leu__L_c + nad_c <=> 4mop_c + h_c + nadh_c + nh4_c,-0.20373377003901227,-1000.0,1000.0
MALS,Malate synthase,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,5.874574075346244,0.0,1000.0
MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,14.05441105450735,-1000.0,1000.0
ME1,Malic enzyme (NAD),mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,4.4736211544758735,0.0,1000.0
MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",2mecdp_c + nadh_c --> h2mb4p_c + h2o_c + nad_c,0.4974289161964737,0.0,1000.0
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_c --> 2mecdp_c + cmp_c,0.49742891619647367,0.0,1000.0
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,0.49742891619647367,0.0,1000.0
METS,Methionine synthase,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,0.0695988973298937,0.0,1000.0
MGt5,Magnesium transport in/out via permease (no H+),mg2_c <=> mg2_e,-0.003922905316367645,-1000.0,1000.0
MHPGLUT2,5-methyltetrahydropteroyltriglutamate methyltransferase,ahcys_c + h_c + mhpglu_c <=> amet_c + hpglu_c,0.0001008424075561942,-1000.0,1000.0
MNt2,Manganese transport in via proton symport,h_e + mn2_e --> h_c + mn2_c,0.0003124758009925494,0.0,1000.0
MS_1,,hcys__L_c + mhpglu_c <=> hpglu_c + met__L_c,-0.0001008424075561942,-1000.0,1000.0
MTHFC,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <=> 10fthf_c + h_c,0.4461616310528651,-1000.0,1000.0
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,0.4461616310528652,-1000.0,1000.0
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,0.06959889732989372,0.0,1000.0
NADH16pp,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,35.74413462256105,0.0,1000.0
NADK,NAD kinase,atp_c + nad_c --> adp_c + h_c + nadp_c,0.00020213702322654563,0.0,1000.0
NADS1,NAD synthase (nh3),atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,0.0010301300646438707,0.0,1000.0
NAPRT,NAPRTase (rev),h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c,0.0010301300646438712,-1000.0,1000.0
NAtex,Sodium transport via diffusion (extracellular to periplasm),na1_e <=> na1_p,0.0023537431898205874,-1000.0,1000.0
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),atp_c + gdp_c <=> adp_c + gtp_c,0.24495525211617547,-1000.0,1000.0
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <=> adp_c + utp_c,0.2281973241375549,-1000.0,1000.0
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <=> adp_c + ctp_c,0.4852116098065826,-1000.0,1000.0
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),atp_c + dtdp_c <=> adp_c + dttp_c,0.01183247729199721,-1000.0,1000.0
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <=> adp_c + dctp_c,0.012217306389891026,-1000.0,1000.0
NH4tex,Ammonia transport via diffusion (extracellular to periplasm),nh4_e <=> nh4_p,5.060621568036407,-1000.0,1000.0
NH4tpp,Ammonia reversible transport (periplasm),nh4_p <=> nh4_c,5.060621568036407,-1000.0,1000.0
NNATr,Nicotinate-nucleotide adenylyltransferase,atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c,0.0010301300646438707,-1000.0,1000.0
NTD7,5'-nucleotidase (AMP),amp_c + h2o_c --> adn_c + pi_c,0.00010084240755619418,0.0,1000.0
O2tex,Oxygen transport via diffusion (extracellular to periplasm),o2_e <=> o2_p,17.873129095912553,-1000.0,1000.0
O2tpp,O2 transport via diffusion (periplasm),o2_p <=> o2_c,17.873129095912557,-1000.0,1000.0
OCBT,Ornithine carbamoyltransferase,cbp_c + orn_c <=> citr__L_c + h_c + pi_c,0.1337595399814431,-1000.0,1000.0
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <=> akg_c + phthr_c,0.00010084240755620639,-1000.0,1000.0
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c --> 4mop_c + co2_c,0.2037337700390123,0.0,1000.0
OMPDC,Orotidine-5'-phosphate decarboxylase,h_c + orot5p_c --> co2_c + ump_c,0.1495881803029205,0.0,1000.0
ORNTA,Ornithine transaminase,akg_c + orn_c <=> glu5sa_c + glu__L_c,-0.1337595399814431,-1000.0,1000.0
ORPT,Orotate phosphoribosyltransferase,orot5p_c + ppi_c <=> orot_c + prpp_c,-0.14958818030292054,-1000.0,1000.0
P5CR,Pyrroline-5-carboxylate reductase,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,0.09996286279073772,0.0,1000.0
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",udcpp_c + ugmda_c --> uagmda_c + ump_c,0.04522081056331578,0.0,1000.0
PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,0.11111295805133456,0.0,1000.0
PAPSSH,PAPSSH,2.0 h_c + pap_c + so4_c <=> h2o_c + paps_c,0.11111295805133456,-1000.0,1000.0
PDHbr,Pyruvate dehydrogenase (dihydrolipoamide) reversible,adhlam_c + coa_c <=> accoa_c + dhlam_c,-0.1313795687214957,-1000.0,1000.0
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,0.00010084240755620636,0.0,1000.0
PDX5PS,Pyridoxine 5'-phosphate synthase,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,0.00010084240755620636,0.0,1000.0
PERD,Erythronate 4-phosphate (4per) dehydrogenase,4per_c + nad_c <=> h_c + nadh_c + ohpb_c,0.00010084240755620637,-1000.0,1000.0
PGAMT,Phosphoglucosamine mutase,gam1p_c <=> gam6p_c,-0.09044162112663154,-1000.0,1000.0
PGCD,Phosphoglycerate dehydrogenase,3pg_c + nad_c --> 3php_c + h_c + nadh_c,0.668276077858049,0.0,1000.0
PGK,Phosphoglycerate kinase,3pg_c + atp_c <=> 13dpg_c + adp_c,1.5855735123808055,-1000.0,1000.0
PGM,Phosphoglycerate mutase,2pg_c <=> 3pg_c,2.253849590238854,-1000.0,1000.0
PIt2r,Phosphate reversible transport via symport,h_e + pi_e --> h_c + pi_c,0.4451378319017448,0.0,1000.0
PMDPHT,Pyrimidine phosphatase,5aprbu_c + h2o_c --> 4r5au_c + pi_c,0.00020168481511240044,0.0,1000.0
PMPK,Phosphomethylpyrimidine kinase,4ampm_c + atp_c --> 2mahmp_c + adp_c,0.00010084240755620419,0.0,1000.0
PPA_1pp,Inorganic diphosphatase (one proton translocation) (periplasm),h2o_c + ppi_c --> h_p + 2.0 pi_c,21.279486549002776,0.0,1000.0
PPND,Prephenate dehydrogenase,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,0.06245853134194612,0.0,1000.0
