reaction_id,reaction_name,reaction_equation,flux,lower_bound,upper_bound
ADKd,Adenylate kinase (d form),damp_c + datp_c <=> 2.0 dadp_c,-0.01360449729578917,-1000.0,1000.0
ADSL1r,Adenylsuccinate lyase,dcamp_c <=> amp_c + fum_c,0.15517788956671003,-1000.0,1000.0
ADSL2r,Adenylosuccinate lyase,25aics_c <=> aicar_c + fum_c,0.23238234586311513,-1000.0,1000.0
ADSS,Adenylosuccinate synthase,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,0.15517788956671005,0.0,1000.0
AHCi,Adenosylhomocysteinase,ahcys_c + h2o_c <=> adn_c + hcys__L_c,-0.00011594446598490346,-1000.0,1000.0
AHSERL2,O acetylhomoserine  thiol  lyase,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,0.2310768007775692,0.0,1000.0
AICART,Phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf_c + aicar_c <=> fprica_c + thf_c,0.2816395064840917,-1000.0,1000.0
AIRC2,Phosphoribosylaminoimidazole carboxylase,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c,0.23238234586311515,0.0,1000.0
AIRC3,Phosphoribosylaminoimidazole carboxylase (mutase rxn),5aizc_c <=> 5caiz_c,-0.23238234586311513,-1000.0,1000.0
AKGDH,2-Oxogluterate dehydrogenase,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,4.256603438396671,0.0,1000.0
AKGDa,Oxoglutarate dehydrogenase (lipoamide),akg_c + h_c + lpam_c <=> co2_c + sdhlam_c,0.1510548419646997,-1000.0,1000.0
AKGDb,Oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase),coa_c + sdhlam_c --> dhlam_c + succoa_c,0.1510548419646997,0.0,1000.0
ALAALAr,D-alanine-D-alanine ligase (reversible),2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,0.05199303407394774,-1000.0,1000.0
ALAR,Alanine racemase,ala__L_c <=> ala__D_c,0.15597910222184322,-1000.0,1000.0
ALATA_D,D-alanine transaminase,akg_c + ala__D_c <=> glu__D_c + pyr_c,0.05199303407394774,-1000.0,1000.0
ALATA_L,L-alanine transaminase,akg_c + ala__L_c <=> glu__L_c + pyr_c,-0.4749386886339275,-1000.0,1000.0
AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,0.00011594446598491138,0.0,1000.0
ANPRT,Anthranilate phosphoribosyltransferase,anth_c + prpp_c --> ppi_c + pran_c,0.029554400358654132,0.0,1000.0
ANS2,Anthranilate synthase 2,chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c,0.02955440035865413,0.0,1000.0
APAT_1,,atp_c + ppa_c <=> ppad_c + ppi_c,-21.77191502419113,-1000.0,1000.0
APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,0.00023188893196980696,0.0,1000.0
ARGSL,Argininosuccinate lyase,argsuc_c <=> arg__L_c + fum_c,0.15379123534801153,-1000.0,1000.0
ARGSS,Argininosuccinate synthase,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,0.15379123534801156,0.0,1000.0
AROAT,Prephenate transaminase,glu__L_c + h_c + pphn_c <=> Largn_c + akg_c,0.09632489457709931,-1000.0,1000.0
AROH,L-Arogenate hydro-lyase,Largn_c --> co2_c + h2o_c + phe__L_c,0.09632489457709931,0.0,1000.0
ASAD,Aspartate-semialdehyde dehydrogenase,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,-0.5933892188611951,-1000.0,1000.0
ASNS2,Asparagine synthetase,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,0.12533180828695473,0.0,1000.0
ASPCT,Aspartate carbamoyltransferase,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,0.17199035706491553,0.0,1000.0
ASPK,Aspartate kinase,asp__L_c + atp_c <=> 4pasp_c + adp_c,0.593389218861195,-1000.0,1000.0
ASPTA,Aspartate transaminase,akg_c + asp__L_c <=> glu__L_c + oaa_c,-1.5573946632778568,-1000.0,1000.0
ATPPRT,ATP phosphoribosyltransferase,atp_c + prpp_c --> ppi_c + prbatp_c,0.04925716062097663,0.0,1000.0
ATPS4rpp,ATP synthase (four protons for one ATP) (periplasm),adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c,54.57511221878202,-1000.0,1000.0
CAT,Catalase,2.0 h2o2_c --> 2.0 h2o_c + o2_c,5.797223299245176e-05,0.0,1000.0
CAt6,CAt6,ca2_c + na1_e <=> ca2_e + na1_c,-0.002706237423548981,-1000.0,1000.0
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,0.3257815924129271,0.0,1000.0
CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,0.5719233748134251,0.0,1000.0
CHORM,Chorismate mutase,chor_c --> pphn_c,0.1681371533096952,0.0,1000.0
CHORS,Chorismate synthase,3psme_c --> chor_c + pi_c,0.19803938706630403,0.0,1000.0
CO2t,CO2 transporter via diffusion,co2_e <=> co2_c,-15.832293666380773,-1000.0,1000.0
COBALTt5,Cobalt (Co+2) transport via diffusion (extracellular to cytoplasm),cobalt2_c <=> cobalt2_e,-5.199303407394776e-05,-1000.0,1000.0
CS,Citrate synthase,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,11.756369920868599,0.0,1000.0
CTPS1,CTP synthase  NH3,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,0.08346181794720463,0.0,1000.0
CYS,L-cysteine,h2s_c + ser__L_c <=> cys__L_c + h2o_c,-0.10332367689379345,-1000.0,1000.0
CYSTGL,Cystathionine g lyase,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,0.15105484196469968,0.0,1000.0
CYSTS,Cystathionine beta synthase,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,0.1510548419646997,0.0,1000.0
CYTBD2,CYTBD2,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn8_c,0.0002958403638807503,0.0,1000.0
CYTBO3_4pp,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,29.71545635355659,0.0,1000.0
CYTK1,Cytidylate kinase (CMP),atp_c + cmp_c <=> adp_c + cdp_c,0.5719233748134251,-1000.0,1000.0
Clt,Major Facilitator(MFS) TCDB:2.A.1.14.6,cl_e <=> cl_c,0.0027062374235489804,-1000.0,1000.0
DADK,Deoxyadenylate kinase,atp_c + damp_c <=> adp_c + dadp_c,0.01360449729578917,-1000.0,1000.0
DAPDC,Diaminopimelate decarboxylase,26dap__M_c + h_c --> co2_c + lys__L_c,0.17841981565849982,0.0,1000.0
DAPE,Diaminopimelate epimerase,26dap_LL_c <=> 26dap__M_c,0.23041284973244755,-1000.0,1000.0
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c --> db4p_c + for_c,0.00046377786393961393,0.0,1000.0
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.19803938706630408,0.0,1000.0
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c --> 3mop_c + h2o_c,0.15105484196469968,0.0,1000.0
DHDPRy,Dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,0.23041284973244758,0.0,1000.0
DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,0.2304128497324476,0.0,1000.0
DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,0.01395233069374387,-1000.0,1000.0
DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,0.00034783339795469814,0.0,1000.0
DHNPA_1,Dihydroneopterin aldolase,dhnpt_c --> 2ahhmp_c + gcald_c,0.00034783339795469814,0.0,1000.0
DHORDfum,Fumarate dependent DHORD,dhor__S_c + fum_c --> orot_c + succ_c,0.1719903570649155,0.0,1000.0
DHORTS,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,-0.17199035706491553,-1000.0,1000.0
DHPPDA,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.00023188893196980694,0.0,1000.0
DHPS,Dihydropteroate synthase,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c,0.00034783339795469814,0.0,1000.0
DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,0.19803938706630408,0.0,1000.0
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,0.19803938706630406,0.0,1000.0
DMATT,Dimethylallyltranstransferase,dmpp_c + ipdp_c --> grdp_c + ppi_c,0.05199303407394773,0.0,1000.0
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,0.05199303407394774,0.0,1000.0
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp_c + h2o_c --> dhnpt_c + pi_c,0.00034783339795469814,0.0,1000.0
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,0.00034783339795469814,0.0,1000.0
DTMPK,DTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,0.013604497295789164,-1000.0,1000.0
DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,0.571923374813425,0.0,1000.0
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,0.5721552637453947,0.0,1000.0
E4PD,Erythrose 4-phosphate dehydrogenase,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,0.00011594446598490351,-1000.0,1000.0
ENO,Enolase,2pg_c <=> h2o_c + pep_c,-2.591383858073833,-1000.0,1000.0
FBA,Fructose-bisphosphate aldolase,fdp_c <=> dhap_c + g3p_c,-0.49333677036118456,-1000.0,1000.0
FBP,Fructose-bisphosphatase,fdp_c + h2o_c --> f6p_c + pi_c,0.4933367703611846,0.0,1000.0
FE2t,Iron  II  transport,fe2_e --> fe2_c,0.007550948338559435,0.0,1000.0
FEROc,Ferroxidase,4.0 fe2_c + 4.0 h_c + o2_c --> 4.0 fe3_c + 2.0 h2o_c,0.0010149040251234613,0.0,1000.0
FMNAT,FMN adenylyltransferase,atp_c + fmn_c + h_c --> fad_c + ppi_c,0.00011594446598490348,0.0,1000.0
FUM,Fumarase,fum_c + h2o_c <=> mal__L_c,11.703006350416356,-1000.0,1000.0
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,0.10398606814789547,0.0,1000.0
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c --> 1pyr5c_c + h2o_c + h_c,0.11493320147216521,0.0,1000.0
G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,0.26872443682017677,0.0,1000.0
GALpts,Galactose transport via PTS,gal_e + pep_c <=> dgal6p_c + pyr_c,-3.0394556662803893,-1000.0,1000.0
GALt2,D galactose transport in via proton symport,gal_e + h_e --> gal_c + h_c,3.0394556662803898,0.0,1000.0
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,-1.823027420981899,-1000.0,1000.0
GARFT,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c <=> fgam_c + h_c + thf_c,0.23122290120326613,-1000.0,1000.0
GART,GAR transformylase-T,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,0.0012753891258339416,0.0,1000.0
GCALDD,Glycolaldehyde dehydrogenase,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,0.0003478333979546982,0.0,1000.0
GF6PTA,Glutamine-fructose-6-phosphate transaminase,f6p_c + gln__L_c --> gam6p_c + glu__L_c,0.10398606814789549,0.0,1000.0
GHMT2r,"Glycine hydroxymethyltransferase, reversible",ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,0.5788740635735206,-1000.0,1000.0
GK1,Guanylate kinase (GMP:ATP),atp_c + gmp_c <=> adp_c + gdp_c,0.12646161691738164,-1000.0,1000.0
GLNS,Glutamine synthetase,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,1.0811941037069548,0.0,1000.0
GLU5K,Glutamate 5-kinase,atp_c + glu__L_c --> adp_c + glu5p_c,0.2687244368201768,0.0,1000.0
GLUDxi,Glutamate dehydrogenase  NAD,glu__L_c + h2o_c + nad_c <=> akg_c + h_c + nadh_c + nh4_c,-4.550440480793363,-1000.0,1000.0
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,0.23249829032910005,0.0,1000.0
GLYCL,Glycine Cleavage System,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,0.027846689154468498,0.0,1000.0
GLYCTO3,Glycolate oxidase,glyclt_c + mqn8_c --> glx_c + mql8_c,0.00034783339795469825,0.0,1000.0
GMPS,GMP synthase,atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c,0.12646161691738161,0.0,1000.0
GRTT,Geranyltranstransferase,grdp_c + ipdp_c --> frdp_c + ppi_c,0.05199303407394774,0.0,1000.0
GTPCI,GTP cyclohydrolase I,gtp_c + h2o_c --> ahdt_c + for_c + h_c,0.0003478333979546982,0.0,1000.0
GTPCII,GTP cyclohydrolase II,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c,0.00023188893196980696,0.0,1000.0
H2Ot,H2O transport via diffusion,h2o_e <=> h2o_c,-30.496372081542074,-1000.0,1000.0
HCO3E,HCO3 equilibration reaction,co2_c + h2o_c <=> h_c + hco3_c,0.5581639382760423,-1000.0,1000.0
HISTD,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,0.04925716062097661,0.0,1000.0
HISTP,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,0.04925716062097661,0.0,1000.0
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,-0.36297636912874764,-1000.0,1000.0
HSERTA,Homoserine O trans acetylase,accoa_c + hom__L_c --> achms_c + coa_c,0.23107680077757195,0.0,1000.0
HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,0.13189956835117583,0.0,1000.0
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c --> akg_c + hisp_c,0.049257160620976626,0.0,1000.0
Htex,Proton transport via diffusion (extracellular to periplasm),h_e <=> h_p,10.292254400231943,-1000.0,1000.0
ICDHx,Isocitrate dehydrogenase (NAD),icit_c + nad_c <=> akg_c + co2_c + nadh_c,5.002373321591459,-1000.0,1000.0
ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,6.753996599277147,0.0,1000.0
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,0.049257160620976626,0.0,1000.0
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c --> h2o_c + imacp_c,0.049257160620976626,0.0,1000.0
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,0.029554400358654125,0.0,1000.0
ILETA,Isoleucine transaminase,akg_c + ile__L_c <=> 3mop_c + glu__L_c,-0.15105484196469968,-1000.0,1000.0
IMPC,IMP cyclohydrolase,h2o_c + imp_c <=> fprica_c,-0.2816395064840917,-1000.0,1000.0
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,0.12646161691738161,0.0,1000.0
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,0.5199303407394774,0.0,1000.0
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,0.23424473634369752,0.0,1000.0
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-0.23424473634369755,-1000.0,1000.0
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-0.23424473634369755,-1000.0,1000.0
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.23424473634369752,0.0,1000.0
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,0.15105484196469968,-1000.0,1000.0
Kt1,Potassium transport via uniport (facilitated diffusion),k_e <=> k_c,0.10148676299996083,-1000.0,1000.0
LEUTA,Leucine transaminase,akg_c + leu__L_c <=> 4mop_c + glu__L_c,-0.23424473634369752,-1000.0,1000.0
MALS,Malate synthase,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,6.7543444326751025,0.0,1000.0
MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,13.313764584146464,-1000.0,1000.0
ME1,Malic enzyme (NAD),mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,2.078358712189608,0.0,1000.0
ME2,Malic enzyme (NADP),mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,3.0652274867553864,0.0,1000.0
MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",2mecdp_c + nadh_c --> h2mb4p_c + h2o_c + nad_c,0.5719233748134251,0.0,1000.0
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_c --> 2mecdp_c + cmp_c,0.571923374813425,0.0,1000.0
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,0.571923374813425,0.0,1000.0
METS,Methionine synthase,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,0.08002195881287225,0.0,1000.0
MGt5,Magnesium transport in/out via permease (no H+),mg2_c <=> mg2_e,-0.004510395705914968,-1000.0,1000.0
MHPGLUT2,5-methyltetrahydropteroyltriglutamate methyltransferase,ahcys_c + h_c + mhpglu_c <=> amet_c + hpglu_c,0.00011594446598490347,-1000.0,1000.0
MNt2,Manganese transport in via proton symport,h_e + mn2_e --> h_c + mn2_c,0.00035927186545097893,0.0,1000.0
MS_1,,hcys__L_c + mhpglu_c <=> hpglu_c + met__L_c,-0.00011594446598490347,-1000.0,1000.0
MTHFC,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <=> 10fthf_c + h_c,0.5129783521533428,-1000.0,1000.0
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,0.5129783521533428,-1000.0,1000.0
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,0.08002195881287225,0.0,1000.0
NADH16pp,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,29.715456353556586,0.0,1000.0
NADK,NAD kinase,atp_c + nad_c --> adp_c + h_c + nadp_c,0.00023240886230975886,0.0,1000.0
NADS1,NAD synthase (nh3),atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,0.0011844013162034188,0.0,1000.0
NAPRT,NAPRTase (rev),h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c,0.001184401316203419,-1000.0,1000.0
NAtex,Sodium transport via diffusion (extracellular to periplasm),na1_e <=> na1_p,0.002706237423548981,-1000.0,1000.0
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),atp_c + gdp_c <=> adp_c + gtp_c,0.2675925484683332,-1000.0,1000.0
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <=> adp_c + utp_c,0.2623719279170218,-1000.0,1000.0
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <=> adp_c + ctp_c,0.5578764167976665,-1000.0,1000.0
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),atp_c + dtdp_c <=> adp_c + dttp_c,0.013604497295789166,-1000.0,1000.0
NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),atp_c + dgdp_c <=> adp_c + dgtp_c,0.014046958015758466,-1000.0,1000.0
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <=> adp_c + dctp_c,0.014046958015758466,-1000.0,1000.0
NH4tex,Ammonia transport via diffusion (extracellular to periplasm),nh4_e <=> nh4_p,5.818495209275578,-1000.0,1000.0
NH4tpp,Ammonia reversible transport (periplasm),nh4_p <=> nh4_c,5.818495209275578,-1000.0,1000.0
NNATr,Nicotinate-nucleotide adenylyltransferase,atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c,0.0011844013162034188,-1000.0,1000.0
NTD7,5'-nucleotidase (AMP),amp_c + h2o_c --> adn_c + pi_c,0.00011594446598490346,0.0,1000.0
O2tex,Oxygen transport via diffusion (extracellular to periplasm),o2_e <=> o2_p,14.85894897321835,-1000.0,1000.0
O2tpp,O2 transport via diffusion (periplasm),o2_p <=> o2_c,14.858948973218352,-1000.0,1000.0
OCBT,Ornithine carbamoyltransferase,cbp_c + orn_c <=> citr__L_c + h_c + pi_c,0.15379123534801156,-1000.0,1000.0
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <=> akg_c + phthr_c,0.00011594446598490351,-1000.0,1000.0
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c --> 4mop_c + co2_c,0.23424473634369752,0.0,1000.0
OMPDC,Orotidine-5'-phosphate decarboxylase,h_c + orot5p_c --> co2_c + ump_c,0.17199035706491547,0.0,1000.0
ORNTA,Ornithine transaminase,akg_c + orn_c <=> glu5sa_c + glu__L_c,-0.15379123534801156,-1000.0,1000.0
ORPT,Orotate phosphoribosyltransferase,orot5p_c + ppi_c <=> orot_c + prpp_c,-0.1719903570649155,-1000.0,1000.0
P5CR,Pyrroline-5-carboxylate reductase,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,0.11493320147216521,0.0,1000.0
PACPT_1,,coa_c + ppad_c <=> amp_c + ppcoa_c,-21.771915024191127,-1000.0,1000.0
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",udcpp_c + ugmda_c --> uagmda_c + ump_c,0.05199303407394774,0.0,1000.0
PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,0.12775312388377844,0.0,1000.0
PAPSSH,PAPSSH,2.0 h_c + pap_c + so4_c <=> h2o_c + paps_c,0.12775312388377844,-1000.0,1000.0
PDHbr,Pyruvate dehydrogenase (dihydrolipoamide) reversible,adhlam_c + coa_c <=> accoa_c + dhlam_c,-0.1510548419646997,-1000.0,1000.0
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,0.00011594446598490348,0.0,1000.0
PDX5PS,Pyridoxine 5'-phosphate synthase,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,0.00011594446598490351,0.0,1000.0
PERD,Erythronate 4-phosphate (4per) dehydrogenase,4per_c + nad_c <=> h_c + nadh_c + ohpb_c,0.00011594446598490352,-1000.0,1000.0
