reaction_id,reaction_name,reaction_equation,flux,lower_bound,upper_bound
CHORS,Chorismate synthase,3psme_c --> chor_c + pi_c,0.15114420711802376,0.0,1000.0
CO2t,CO2 transporter via diffusion,co2_e <=> co2_c,-21.078802541034282,-1000.0,1000.0
COBALTt5,Cobalt (Co+2) transport via diffusion (extracellular to cytoplasm),cobalt2_c <=> cobalt2_e,-3.968122719010537e-05,-1000.0,1000.0
CS,Citrate synthase,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,13.470689170019309,0.0,1000.0
CTPS1,CTP synthase  NH3,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,0.06369828994690756,0.0,1000.0
CYS,L-cysteine,h2s_c + ser__L_c <=> cys__L_c + h2o_c,0.036657120865949584,-1000.0,1000.0
CYTBD2pp,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,0.00022578618271162,0.0,1000.0
CYTBO3_4pp,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,40.67002293598545,0.0,1000.0
CYTK1,Cytidylate kinase (CMP),atp_c + cmp_c <=> adp_c + cdp_c,0.4367220629597759,-1000.0,1000.0
Clt,Major Facilitator(MFS) TCDB:2.A.1.14.6,cl_e <=> cl_c,0.0020654078752449837,-1000.0,1000.0
DADK,Deoxyadenylate kinase,atp_c + damp_c <=> adp_c + dadp_c,0.010382989906562968,-1000.0,1000.0
DAPDC,Diaminopimelate decarboxylase,26dap__M_c + h_c --> co2_c + lys__L_c,0.13617049603783743,0.0,1000.0
DAPE,Diaminopimelate epimerase,26dap_LL_c <=> 26dap__M_c,0.1758517232279428,-1000.0,1000.0
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c --> db4p_c + for_c,0.0003539565465357398,0.0,1000.0
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.15114420711802376,0.0,1000.0
DHAD3,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate,23dhmp_c --> 2o3mpt_c + h2o_c,0.11528547254314118,0.0,1000.0
DHDPRx_r,Dihydrodipicolinate reductase (NADH) reversible,23dhdp_c + h_c + nadh_c --> nad_c + thdp_c,0.17585172322794276,0.0,1000.0
DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,0.17585172322794276,0.0,1000.0
DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,0.010648457316464799,-1000.0,1000.0
DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,0.0002654674099018265,0.0,1000.0
DHNPA_1,Dihydroneopterin aldolase,dhnpt_c --> 2ahhmp_c + gcald_c,0.0002654674099018265,0.0,1000.0
DHORDfum,Fumarate dependent DHORD,dhor__S_c + fum_c --> orot_c + succ_c,0.1312635154835089,0.0,1000.0
DHORTS,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,-0.13126351548350892,-1000.0,1000.0
DHPPDA,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.00017697827326786987,0.0,1000.0
DHPS,Dihydropteroate synthase,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c,0.0002654674099018265,0.0,1000.0
DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,0.1511442071180238,0.0,1000.0
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,0.1511442071180238,0.0,1000.0
DMATT,Dimethylallyltranstransferase,dmpp_c + ipdp_c --> grdp_c + ppi_c,0.039681227190105355,0.0,1000.0
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,0.039681227190105355,0.0,1000.0
DPCOAK,Dephospho-CoA kinase,atp_c + dpcoa_c --> adp_c + coa_c + h_c,0.00022856386861715483,0.0,1000.0
DTMPK,DTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,0.01038298990656297,-1000.0,1000.0
DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,0.4364934990911587,0.0,1000.0
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,0.43667047736442655,0.0,1000.0
E4PD,Erythrose 4-phosphate dehydrogenase,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,8.84891366339495e-05,-1000.0,1000.0
ENO,Enolase,2pg_c <=> h2o_c + pep_c,-1.9787036663454596,-1000.0,1000.0
FBA,Fructose-bisphosphate aldolase,fdp_c <=> dhap_c + g3p_c,-0.3766683614595278,-1000.0,1000.0
FBP,Fructose-bisphosphatase,fdp_c + h2o_c --> f6p_c + pi_c,0.3766683614595278,0.0,1000.0
FE2t,Iron  II  transport,fe2_e --> fe2_c,0.005762904624819001,0.0,1000.0
FEROc,Ferroxidase,4.0 fe2_c + 4.0 h_c + o2_c --> 4.0 fe3_c + 2.0 h2o_c,0.0007745775547508565,0.0,1000.0
FMNAT,FMN adenylyltransferase,atp_c + fmn_c + h_c --> fad_c + ppi_c,8.848913663393495e-05,0.0,1000.0
FUM,Fumarase,fum_c + h2o_c <=> mal__L_c,13.430419073417726,-1000.0,1000.0
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,0.07936245438021071,0.0,1000.0
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c --> 1pyr5c_c + h2o_c + h_c,0.08771733676508739,0.0,1000.0
G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,0.2050912322952683,0.0,1000.0
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,-1.3917205019787975,-1000.0,1000.0
GARFT,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c <=> fgam_c + h_c + thf_c,0.1766985206161559,-1000.0,1000.0
GART,GAR transformylase-T,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,0.0009733805029977225,0.0,1000.0
GCALDD,Glycolaldehyde dehydrogenase,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,0.0002654674099018265,0.0,1000.0
GF6PTA,Glutamine-fructose-6-phosphate transaminase,f6p_c + gln__L_c --> gam6p_c + glu__L_c,0.0793624543802107,0.0,1000.0
GHMT2r,"Glycine hydroxymethyltransferase, reversible",ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,0.4421411297509685,-1000.0,1000.0
GK1,Guanylate kinase (GMP:ATP),atp_c + gmp_c <=> adp_c + gdp_c,0.09651585526993593,-1000.0,1000.0
GLNS,Glutamine synthetase,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,0.8256274535309751,0.0,1000.0
GLU5K,Glutamate 5-kinase,atp_c + glu__L_c --> adp_c + glu5p_c,0.20509123229526832,0.0,1000.0
GLUDxi,Glutamate dehydrogenase  NAD,glu__L_c + h2o_c + nad_c <=> akg_c + h_c + nadh_c + nh4_c,-3.1798755767111166,-1000.0,1000.0
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,0.17767190111915365,0.0,1000.0
GLYCL,Glycine Cleavage System,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,0.0213669519988972,0.0,1000.0
GLYCTO3,Glycolate oxidase,glyclt_c + mqn8_c --> glx_c + mql8_c,0.0002654674099018265,0.0,1000.0
GMPS,GMP synthase,atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c,0.09651585526993593,0.0,1000.0
GRTT,Geranyltranstransferase,grdp_c + ipdp_c --> frdp_c + ppi_c,0.039681227190105355,0.0,1000.0
GRXR,Glutaredoxin reductase,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,0.1399374349349963,0.0,1000.0
GTHOr,Glutathione oxidoreductase,gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c,0.13993743493499705,-1000.0,1000.0
GTPCI,GTP cyclohydrolase I,gtp_c + h2o_c --> ahdt_c + for_c + h_c,0.00026546740990182654,0.0,1000.0
GTPCII,GTP cyclohydrolase II,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c,0.00017697827326786987,0.0,1000.0
H2Ot,H2O transport via diffusion,h2o_e <=> h2o_c,-32.27435326984605,-1000.0,1000.0
HCO3E,HCO3 equilibration reaction,co2_c + h2o_c <=> h_c + hco3_c,0.42622082299620945,-1000.0,1000.0
HISTD,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,0.03759320101536201,0.0,1000.0
HISTP,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,0.037593201015362,0.0,1000.0
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,-0.2770245673209229,-1000.0,1000.0
HSERTA,Homoserine O trans acetylase,accoa_c + hom__L_c --> achms_c + coa_c,0.061072979956019235,0.0,1000.0
HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,0.2159515873649037,0.0,1000.0
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c --> akg_c + hisp_c,0.03759320101536202,0.0,1000.0
Htex,Proton transport via diffusion (extracellular to periplasm),h_e <=> h_p,14.672351077405624,-1000.0,1000.0
ICDHx,Isocitrate dehydrogenase (NAD),icit_c + nad_c <=> akg_c + co2_c + nadh_c,8.315067964043681,-1000.0,1000.0
ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,5.1556212059756295,0.0,1000.0
IDPh_1,Inorganic diphosphatase,h2o_c + ppi_c --> h_c + 2.0 pi_c,21.000667953084342,0.0,1000.0
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,0.03759320101536202,0.0,1000.0
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c --> h2o_c + imacp_c,0.03759320101536202,0.0,1000.0
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,0.022555999971671587,0.0,1000.0
ILEDHr,Isoleucine dehydrogenase,h2o_c + ile__L_c + nad_c <=> 2o3mpt_c + h_c + nadh_c + nh4_c,-0.11528547254314117,-1000.0,1000.0
IMPC,IMP cyclohydrolase,h2o_c + imp_c <=> fprica_c,-0.21517661299788166,-1000.0,1000.0
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,0.09651585526993593,0.0,1000.0
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,0.39681227190105356,0.0,1000.0
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,0.17877622967185353,0.0,1000.0
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-0.17877622967185353,-1000.0,1000.0
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-0.17877622967185353,-1000.0,1000.0
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.17877622967185353,0.0,1000.0
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,0.11528547254314117,-1000.0,1000.0
Kt1,Potassium transport via uniport (facilitated diffusion),k_e <=> k_c,0.07745497778917146,-1000.0,1000.0
LLEUDr,L leucine dehydrogenase,h2o_c + leu__L_c + nad_c <=> 4mop_c + h_c + nadh_c + nh4_c,-0.17877622967185353,-1000.0,1000.0
MALS,Malate synthase,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,5.15588667338553,0.0,1000.0
MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,16.361237279460696,-1000.0,1000.0
ME2,Malic enzyme (NADP),mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,2.225068467342559,0.0,1000.0
MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",2mecdp_c + nadh_c --> h2mb4p_c + h2o_c + nad_c,0.4364934990911588,0.0,1000.0
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_c --> 2mecdp_c + cmp_c,0.43649349909115875,0.0,1000.0
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,0.4364934990911588,0.0,1000.0
METS,Methionine synthase,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,0.06107297995601925,0.0,1000.0
MGt5,Magnesium transport in/out via permease (no H+),mg2_c <=> mg2_e,-0.00344234645874164,-1000.0,1000.0
MHPGLUT2,5-methyltetrahydropteroyltriglutamate methyltransferase,ahcys_c + h_c + mhpglu_c <=> amet_c + hpglu_c,8.848913665837187e-05,-1000.0,1000.0
MNt2,Manganese transport in via proton symport,h_e + mn2_e --> h_c + mn2_c,0.00027419727988362805,0.0,1000.0
MS_1,,hcys__L_c + mhpglu_c <=> hpglu_c + met__L_c,-8.848913665837187e-05,-1000.0,1000.0
MTHFC,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <=> 10fthf_c + h_c,0.39196362275067154,-1000.0,1000.0
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,0.3919636227506716,-1000.0,1000.0
MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,0.06107297995601925,0.0,1000.0
NADH16pp,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,27.521958412324842,0.0,1000.0
NADK,NAD kinase,atp_c + nad_c --> adp_c + h_c + nadp_c,0.0001773750855395429,0.0,1000.0
NADS1,NAD synthase (nh3),atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,0.0009039383553905025,0.0,1000.0
NAPRT,NAPRTase (rev),h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c,0.0009039383553905025,-1000.0,1000.0
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),atp_c + gdp_c <=> adp_c + gtp_c,0.2044559358479174,-1000.0,1000.0
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <=> adp_c + utp_c,0.20024297995715662,-1000.0,1000.0
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <=> adp_c + ctp_c,0.4260013858098251,-1000.0,1000.0
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),atp_c + dtdp_c <=> adp_c + dttp_c,0.01038298990656297,-1000.0,1000.0
NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),atp_c + dgdp_c <=> adp_c + dgtp_c,0.010720677149950763,-1000.0,1000.0
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <=> adp_c + dctp_c,0.010720677149950763,-1000.0,1000.0
NH4tex,Ammonia transport via diffusion (extracellular to periplasm),nh4_e <=> nh4_p,4.44206299538872,-1000.0,1000.0
NH4tpp,Ammonia reversible transport (periplasm),nh4_p <=> nh4_c,4.44206299538872,-1000.0,1000.0
NNATr,Nicotinate-nucleotide adenylyltransferase,atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c,0.0009039383553905025,-1000.0,1000.0
NTD7,5'-nucleotidase (AMP),amp_c + h2o_c --> adn_c + pi_c,8.848913665837186e-05,0.0,1000.0
O2tex,Oxygen transport via diffusion (extracellular to periplasm),o2_e <=> o2_p,20.3359431832072,-1000.0,1000.0
O2tpp,O2 transport via diffusion (periplasm),o2_p <=> o2_c,20.3359431832072,-1000.0,1000.0
OAADC,Oxaloacetate decarboxylase,h_c + oaa_c --> co2_c + pyr_c,1.701483073762161,0.0,1000.0
OCBT,Ornithine carbamoyltransferase,cbp_c + orn_c <=> citr__L_c + h_c + pi_c,0.1173738955301809,-1000.0,1000.0
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <=> akg_c + phthr_c,8.84891366339495e-05,-1000.0,1000.0
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c --> 4mop_c + co2_c,0.17877622967185355,0.0,1000.0
OMPDC,Orotidine-5'-phosphate decarboxylase,h_c + orot5p_c --> co2_c + ump_c,0.13126351548350887,0.0,1000.0
ORNTA,Ornithine transaminase,akg_c + orn_c <=> glu5sa_c + glu__L_c,-0.11737389553018092,-1000.0,1000.0
ORPT,Orotate phosphoribosyltransferase,orot5p_c + ppi_c <=> orot_c + prpp_c,-0.1312635154835089,-1000.0,1000.0
P5CR,Pyrroline-5-carboxylate reductase,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,0.08771733676508739,0.0,1000.0
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",udcpp_c + ugmda_c --> uagmda_c + ump_c,0.03968122719010536,0.0,1000.0
PAPSR2,Phosphoadenylyl-sulfate reductase (glutaredoxin),grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c,0.09773010082196885,0.0,1000.0
PAPSSH,PAPSSH,2.0 h_c + pap_c + so4_c <=> h2o_c + paps_c,0.09773010082196885,-1000.0,1000.0
PDHbr,Pyruvate dehydrogenase (dihydrolipoamide) reversible,adhlam_c + coa_c <=> accoa_c + dhlam_c,-0.11528547254314114,-1000.0,1000.0
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,8.848913663393495e-05,0.0,1000.0
PDX5PS,Pyridoxine 5'-phosphate synthase,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,8.848913663394949e-05,0.0,1000.0
PERD,Erythronate 4-phosphate (4per) dehydrogenase,4per_c + nad_c <=> h_c + nadh_c + ohpb_c,8.84891366339495e-05,-1000.0,1000.0
PGAMT,Phosphoglucosamine mutase,gam1p_c <=> gam6p_c,-0.07936245438021071,-1000.0,1000.0
PGCD,Phosphoglycerate dehydrogenase,3pg_c + nad_c --> 3php_c + h_c + nadh_c,0.586983164366662,0.0,1000.0
PGK,Phosphoglycerate kinase,3pg_c + atp_c <=> 13dpg_c + adp_c,1.3917205019787977,-1000.0,1000.0
PGM,Phosphoglycerate mutase,2pg_c <=> 3pg_c,1.9787036663454594,-1000.0,1000.0
PIt2r,Phosphate reversible transport via symport,h_e + pi_e --> h_c + pi_c,0.3892283957604363,0.0,1000.0
PMDPHT,Pyrimidine phosphatase,5aprbu_c + h2o_c --> 4r5au_c + pi_c,0.0001769782732678699,0.0,1000.0
